"price","zipcode","room_type","bedrooms","accommodates","neighbourhood_group_cleansed","availability_30","host_is_superhost","review_scores_rating","review_scores_location","TV","Elevator","cleaning_fee","property_type","minimum_nights","bathrooms"
235,"10014","Entire home/apt",0,4,"Manhattan",3,0,94,10,"1","0",100,"Apartment",3,1
50,"11370","Entire home/apt",1,2,"Queens",0,0,90,8,"1","0",0,"Apartment",1,1
60,"11208","Private room",1,1,"Brooklyn",8,1,97,9,"1","0",10,"Apartment",2,2
62,"10451","Entire home/apt",0,2,"Bronx",21,0,91,9,"0","1",65,"Apartment",7,1
225,"10012","Entire home/apt",1,2,"Manhattan",1,0,100,10,"1","0",0,"Apartment",2,1
92,"10029","Private room",1,2,"Manhattan",10,1,96,9,"0","0",70,"Townhouse",3,1
40,"11692","Private room",1,3,"Queens",19,0,84,9,"1","0",50,"Apartment",14,1
299,"11233","Entire home/apt",3,8,"Brooklyn",22,0,85,8,"1","0",130,"Apartment",2,1
85,"10044","Private room",1,2,"Manhattan",4,1,96,10,"1","1",0,"Apartment",1,1
66,"11205","Private room",1,1,"Brooklyn",0,0,100,10,"0","0",30,"Condominium",1,1
115,"11226","Entire home/apt",2,3,"Brooklyn",25,0,75,10,"0","0",150,"Apartment",2,1
123,"10023","Private room",1,2,"Manhattan",7,0,90,10,"1","1",50,"Apartment",3,1
175,"10009","Entire home/apt",0,2,"Manhattan",0,0,100,10,"0","0",0,"Apartment",1,1
235,"10017","Entire home/apt",0,3,"Manhattan",13,0,93,9,"1","1",80,"Apartment",2,1
130,"10003","Entire home/apt",1,2,"Manhattan",4,1,95,10,"0","0",35,"Apartment",1,1
90,"10027","Private room",1,1,"Manhattan",5,0,100,10,"1","0",30,"Apartment",1,2
79,"10026","Private room",1,1,"Manhattan",0,1,99,10,"1","1",25,"Apartment",3,1
35,"11211","Private room",1,1,"Brooklyn",0,0,95,10,"0","0",0,"Apartment",7,1
60,"11238","Private room",1,1,"Brooklyn",12,0,100,10,"1","1",25,"Apartment",5,1
672,"10017","Entire home/apt",2,6,"Manhattan",0,0,93,10,"1","1",99,"Other",2,2
200,"11222","Entire home/apt",3,8,"Brooklyn",0,0,89,10,"1","0",119,"Apartment",2,2
150,"10027","Entire home/apt",2,6,"Manhattan",0,0,93,10,"0","0",50,"Apartment",3,1
199,"11211","Entire home/apt",1,3,"Brooklyn",19,0,97,10,"0","0",60,"Apartment",2,1
130,"10022","Entire home/apt",1,3,"Manhattan",27,1,100,10,"1","0",0,"Apartment",30,1
200,"10005","Entire home/apt",0,2,"Manhattan",4,1,88,10,"1","1",75,"Apartment",2,1
65,"11237","Private room",1,2,"Brooklyn",14,0,90,9,"0","0",20,"Townhouse",2,2
250,"11201","Entire home/apt",1,3,"Brooklyn",29,0,96,10,"1","1",125,"Apartment",7,1
37,"11106","Private room",1,1,"Queens",2,0,80,10,"1","0",30,"Apartment",30,1
155,"10030","Entire home/apt",1,2,"Manhattan",18,0,86,9,"1","0",80,"Apartment",5,1
80,"11374","Entire home/apt",0,2,"Queens",8,0,92,9,"1","0",80,"House",2,1
50,"11208","Private room",2,3,"Brooklyn",29,0,90,9,"1","0",0,"House",2,1
85,"11206","Private room",1,1,"Brooklyn",30,0,93,8,"1","0",0,"Other",1,1
57,"11210","Private room",1,1,"Brooklyn",4,0,100,10,"1","0",20,"Apartment",1,1
140,"11106","Entire home/apt",1,5,"Queens",16,0,100,10,"0","0",50,"Apartment",2,1
100,"10036","Entire home/apt",0,3,"Manhattan",0,0,100,9,"1","1",0,"Apartment",30,1
250,"10002","Entire home/apt",1,1,"Manhattan",25,0,92,8,"1","0",160,"Apartment",30,1
52,"11206","Private room",1,2,"Brooklyn",0,0,100,10,"0","0",35,"Apartment",6,1
75,"11211","Private room",1,3,"Brooklyn",27,0,73,8,"1","0",80,"Apartment",7,1
49,"11221","Private room",1,3,"Brooklyn",15,1,93,9,"0","0",75,"Loft",1,1
109,"11206","Entire home/apt",1,4,"Brooklyn",4,0,97,10,"1","0",65,"Apartment",3,2
494,"10005","Entire home/apt",3,8,"Manhattan",6,1,100,10,"1","1",150,"Apartment",2,2
250,"10002","Private room",1,2,"Manhattan",0,0,80,8,"1","0",50,"Apartment",2,1
70,"11225","Entire home/apt",0,2,"Brooklyn",0,0,100,10,"0","1",60,"Apartment",1,1
225,"11222","Entire home/apt",1,3,"Brooklyn",0,0,98,10,"1","0",50,"Apartment",1,1
130,"11236","Entire home/apt",2,4,"Brooklyn",26,0,100,9,"1","0",150,"Condominium",2,2
250,"10019","Entire home/apt",1,2,"Manhattan",5,0,100,10,"1","0",0,"Condominium",30,2
219,"11211","Entire home/apt",1,2,"Brooklyn",0,0,98,10,"1","1",80,"Apartment",4,1
125,"10044","Entire home/apt",2,2,"Manhattan",28,0,97,9,"1","1",200,"Apartment",60,2
100,"11215","Entire home/apt",1,2,"Brooklyn",2,1,95,10,"1","0",5,"Apartment",1,1
275,"10128","Entire home/apt",2,2,"Manhattan",0,0,93,9,"1","0",200,"Apartment",30,3
79,"10466","Entire home/apt",0,2,"Bronx",0,1,90,10,"0","0",35,"Other",3,1
70,"11230","Private room",1,2,"Brooklyn",1,1,99,9,"1","0",20,"House",30,2
129,"10029","Entire home/apt",1,2,"Manhattan",0,0,98,10,"1","0",29,"Apartment",2,1
55,"11369","Private room",1,1,"Queens",24,0,98,10,"1","0",10,"House",1,1
105,"11354","Entire home/apt",1,2,"Queens",19,0,100,10,"0","0",55,"Condominium",2,1
57,"11206","Private room",1,2,"Brooklyn",0,0,80,8,"1","0",35,"Apartment",2,1
85,"11213","Private room",2,5,"Brooklyn",5,0,89,9,"0","0",75,"Apartment",3,1
161,"10032","Entire home/apt",2,8,"Manhattan",12,0,97,10,"1","0",120,"Apartment",2,1
250,"11215","Entire home/apt",3,4,"Brooklyn",0,1,100,10,"1","0",50,"House",7,2
75,"11211","Private room",1,1,"Brooklyn",0,0,90,10,"1","0",0,"Apartment",4,1
75,"11216","Private room",1,2,"Brooklyn",0,0,100,10,"1","0",10,"Apartment",1,1
45,"10451","Private room",1,3,"Bronx",24,0,91,9,"1","1",50,"Apartment",1,1
285,"11222","Entire home/apt",2,4,"Brooklyn",2,1,96,10,"1","0",125,"House",3,2
140,"11211","Entire home/apt",1,3,"Brooklyn",0,0,90,10,"1","0",40,"Apartment",3,1
343,"11222","Entire home/apt",2,4,"Brooklyn",1,0,100,10,"0","0",59,"Apartment",30,1
30,"11385","Shared room",1,2,"Queens",30,1,100,10,"1","0",30,"Apartment",30,4
650,"10001","Entire home/apt",3,6,"Manhattan",9,0,93,10,"1","1",120,"Loft",28,2
399,"10019","Entire home/apt",3,7,"Manhattan",14,0,93,10,"1","0",120,"Condominium",5,2
170,"10027","Entire home/apt",2,4,"Manhattan",0,0,100,10,"1","0",80,"Apartment",3,1
160,"10011","Entire home/apt",1,4,"Manhattan",30,0,80,10,"1","0",90,"Apartment",30,1
70,"10011","Private room",1,2,"Manhattan",0,0,80,9,"1","0",50,"Apartment",1,2
43,"10034","Private room",1,1,"Manhattan",0,0,94,9,"1","0",0,"Apartment",2,1
325,"11211","Entire home/apt",2,6,"Brooklyn",10,0,95,10,"1","0",135,"Loft",3,1
95,"10026","Private room",1,2,"Manhattan",2,1,98,10,"0","1",25,"Apartment",2,2
40,"11226","Private room",1,2,"Brooklyn",0,0,100,10,"1","1",0,"Apartment",1,1
55,"10466","Private room",1,2,"Bronx",18,0,20,2,"1","1",0,"Apartment",2,1
85,"11217","Private room",1,1,"Brooklyn",10,1,98,10,"1","0",75,"Apartment",5,1
188,"11369","Entire home/apt",3,6,"Queens",13,0,100,10,"1","0",39,"Apartment",5,1
93,"11221","Entire home/apt",2,4,"Brooklyn",0,0,100,9,"0","0",25,"Apartment",4,2
250,"10009","Entire home/apt",0,3,"Manhattan",29,0,95,10,"1","0",0,"Apartment",2,1
125,"10019","Entire home/apt",1,2,"Manhattan",0,1,95,10,"1","0",50,"Apartment",1,1
59,"11105","Private room",1,3,"Queens",0,1,95,10,"1","0",50,"Apartment",1,1
140,"10039","Entire home/apt",1,2,"Manhattan",0,1,98,9,"1","0",25,"Apartment",2,1
69,"10025","Private room",1,2,"Manhattan",0,0,62,10,"0","0",5,"Condominium",2,2
425,"11201","Entire home/apt",2,6,"Manhattan",18,0,100,10,"0","1",175,"Apartment",2,2
62,"10475","Private room",1,1,"Bronx",3,1,100,10,"1","0",30,"House",2,1
88,"11226","Private room",1,2,"Brooklyn",7,0,96,10,"0","0",100,"Apartment",2,1
70,"10034","Entire home/apt",0,2,"Manhattan",0,0,99,9,"1","0",30,"Apartment",20,1
95,"11218","Entire home/apt",1,2,"Brooklyn",0,0,95,9,"1","1",50,"Apartment",1,1
129,"11221","Entire home/apt",1,4,"Brooklyn",0,0,96,10,"1","0",50,"Apartment",7,2
409,"10022","Entire home/apt",2,6,"Manhattan",2,0,94,10,"1","1",150,"Condominium",1,2
259,"10036","Entire home/apt",2,6,"Manhattan",16,1,96,10,"1","0",100,"Apartment",2,1
50,"10027","Private room",1,2,"Manhattan",0,0,80,8,"0","1",0,"Apartment",14,1
90,"11377","Private room",1,2,"Queens",28,0,80,10,"1","0",0,"Apartment",1,1
58,"11211","Entire home/apt",2,4,"Brooklyn",4,0,93,10,"1","1",120,"Loft",3,1
150,"10019","Entire home/apt",1,2,"Manhattan",0,1,98,10,"1","1",30,"Apartment",2,1
203,"10005","Entire home/apt",1,4,"Manhattan",2,1,100,10,"1","1",75,"Apartment",2,1
128,"10030","Entire home/apt",1,2,"Manhattan",28,0,80,10,"0","0",68,"Condominium",1,1
888,"10028","Entire home/apt",5,15,"Manhattan",18,1,97,10,"1","0",400,"Apartment",2,4
109,"10026","Entire home/apt",1,4,"Manhattan",0,0,80,8,"0","0",30,"Apartment",3,1
110,"10002","Private room",1,1,"Manhattan",12,0,98,10,"1","1",0,"Apartment",5,1
39,"11223","Shared room",1,4,"Brooklyn",30,1,84,10,"0","0",25,"Townhouse",1,1
100,"11236","Entire home/apt",1,3,"Brooklyn",15,1,97,10,"1","0",40,"House",2,1
79,"11416","Entire home/apt",3,6,"Queens",6,0,95,9,"1","0",0,"Apartment",1,1
55,"11103","Private room",1,2,"Queens",0,1,95,10,"1","0",20,"Apartment",1,1
184,"11211","Entire home/apt",0,2,"Brooklyn",4,1,99,10,"1","1",105,"Apartment",4,1
49,"11221","Private room",1,1,"Brooklyn",0,0,100,10,"1","0",0,"Apartment",7,3
110,"10035","Private room",1,2,"Manhattan",30,0,100,9,"1","1",60,"Apartment",1,1
650,"10036","Entire home/apt",2,6,"Manhattan",3,0,100,10,"1","1",195,"Condominium",5,2
119,"10012","Entire home/apt",1,2,"Manhattan",0,0,95,10,"0","0",119,"Apartment",4,1
70,"11238","Private room",1,1,"Brooklyn",0,0,100,10,"0","0",0,"Apartment",3,1
80,"11222","Private room",1,1,"Brooklyn",1,0,95,10,"0","0",30,"Apartment",5,1
64,"10018","Private room",1,2,"Manhattan",19,0,60,8,"0","0",30,"Apartment",30,1
60,"11221","Private room",1,2,"Brooklyn",0,0,92,9,"0","0",20,"Apartment",2,1
80,"11238","Private room",1,2,"Brooklyn",22,0,100,10,"0","1",0,"Apartment",14,1
450,"10036","Entire home/apt",1,4,"Manhattan",29,1,93,10,"1","1",0,"Condominium",6,1
38,"11207","Private room",1,2,"Brooklyn",0,1,100,10,"0","0",35,"Apartment",7,2
120,"10013","Entire home/apt",1,2,"Manhattan",0,0,100,10,"1","0",0,"Apartment",60,1
69,"11226","Entire home/apt",1,4,"Brooklyn",0,0,80,10,"1","0",25,"Apartment",5,1
150,"10021","Entire home/apt",0,1,"Manhattan",8,0,100,10,"0","1",40,"Apartment",1,1
169,"10021","Entire home/apt",0,2,"Manhattan",6,0,100,10,"0","0",50,"Apartment",2,1
185,"11215","Entire home/apt",3,8,"Brooklyn",30,0,80,8,"1","0",100,"Apartment",30,1
63,"11103","Private room",1,2,"Queens",12,0,90,9,"0","0",15,"Apartment",2,1
165,"10465","Private room",1,4,"Bronx",9,1,100,10,"1","0",75,"House",1,1
120,"10009","Entire home/apt",1,2,"Manhattan",1,0,95,10,"1","0",50,"Apartment",3,1
349,"11211","Entire home/apt",1,3,"Brooklyn",19,0,100,10,"1","1",80,"Apartment",3,1
188,"10003","Entire home/apt",0,2,"Manhattan",16,0,86,10,"1","1",75,"Apartment",1,1
80,"10009","Private room",1,2,"Manhattan",15,0,100,10,"1","0",40,"Apartment",1,1
155,"11211","Entire home/apt",1,2,"Brooklyn",0,0,100,10,"0","0",30,"Apartment",2,1
145,"10026","Private room",1,2,"Manhattan",8,0,84,10,"1","0",75,"Townhouse",1,1
130,"10038","Private room",1,1,"Manhattan",25,1,97,10,"1","0",0,"Apartment",1,1
95,"10019","Entire home/apt",0,2,"Manhattan",30,0,95,10,"1","0",80,"Apartment",30,1
105,"11221","Entire home/apt",1,2,"Brooklyn",5,0,83,9,"0","0",0,"Apartment",6,1
70,"11216","Entire home/apt",1,3,"Brooklyn",0,0,90,10,"1","0",75,"Apartment",3,1
110,"11203","Private room",1,2,"Brooklyn",7,1,100,8,"1","0",75,"House",2,1
50,"11374","Private room",1,2,"Queens",0,0,99,10,"0","0",10,"House",1,2
85,"11377","Private room",1,2,"Queens",6,0,96,10,"1","0",15,"Apartment",2,1
240,"10021","Entire home/apt",2,2,"Manhattan",27,1,90,10,"1","0",340,"Other",30,1
180,"10014","Private room",1,2,"Manhattan",10,0,100,10,"0","0",50,"Apartment",3,1
120,"11427","Entire home/apt",4,6,"Queens",7,1,97,10,"1","0",80,"Apartment",2,2
190,"11226","Entire home/apt",4,6,"Brooklyn",10,0,100,10,"1","0",100,"House",7,2
166,"10028","Entire home/apt",1,2,"Manhattan",3,0,98,10,"1","1",25,"Apartment",2,1
175,"11221","Entire home/apt",3,7,"Brooklyn",15,0,100,9,"1","0",200,"Apartment",3,1
100,"10022","Entire home/apt",0,2,"Manhattan",30,0,100,10,"1","0",0,"Apartment",30,1
35,"11372","Shared room",1,1,"Queens",0,0,79,9,"0","0",0,"Apartment",1,1
150,"11238","Entire home/apt",1,2,"Brooklyn",0,0,100,10,"0","0",40,"Apartment",17,1
105,"11218","Private room",2,5,"Brooklyn",13,1,99,10,"0","0",35,"House",1,2
54,"11218","Private room",1,2,"Brooklyn",3,1,98,9,"0","0",25,"House",1,1
55,"11221","Private room",1,2,"Brooklyn",0,0,100,10,"1","0",0,"Apartment",5,1
121,"10035","Entire home/apt",1,3,"Manhattan",0,0,95,10,"1","1",20,"Apartment",3,1
195,"10030","Entire home/apt",2,5,"Manhattan",2,1,98,10,"1","0",125,"Apartment",7,2
50,"11211","Private room",1,2,"Brooklyn",0,0,97,10,"1","1",20,"Condominium",2,1
70,"11238","Entire home/apt",1,2,"Brooklyn",0,0,95,10,"0","1",40,"Apartment",6,1
65,"11238","Private room",1,1,"Brooklyn",0,0,90,9,"1","1",25,"Apartment",7,1
117,"10075","Entire home/apt",1,2,"Manhattan",0,0,93,9,"1","0",380,"Apartment",30,1
160,"10029","Entire home/apt",2,4,"Manhattan",3,1,95,8,"0","0",200,"Apartment",5,1
135,"11221","Entire home/apt",1,4,"Brooklyn",5,0,100,10,"1","0",75,"Townhouse",2,1
120,"10002","Private room",1,2,"Manhattan",2,1,99,9,"1","1",50,"Loft",5,1
85,"11102","Private room",1,2,"Queens",9,1,97,10,"1","0",40,"Apartment",2,1
150,"11207","Private room",1,2,"Brooklyn",28,0,40,10,"1","0",0,"Apartment",1,1
60,"11221","Private room",1,2,"Brooklyn",24,0,100,10,"0","0",20,"Apartment",2,3
50,"10033","Private room",1,2,"Manhattan",18,0,96,10,"0","0",20,"Apartment",3,1
122,"10018","Private room",1,2,"Manhattan",6,0,100,10,"1","1",50,"Apartment",2,1
70,"11419","Private room",0,2,"Queens",6,1,97,9,"1","0",20,"House",2,1
100,"11237","Entire home/apt",0,4,"Brooklyn",7,1,97,10,"0","0",65,"House",2,1
129,"10075","Entire home/apt",1,2,"Manhattan",0,0,93,10,"1","0",70,"Apartment",4,1
50,"11221","Private room",1,2,"Brooklyn",0,0,100,10,"0","0",10,"Apartment",7,1
180,"10024","Entire home/apt",1,5,"Manhattan",0,0,87,10,"0","0",80,"Apartment",3,1
129,"11101","Entire home/apt",3,6,"Queens",8,0,87,9,"1","0",49,"Apartment",1,1
249,"11222","Private room",1,4,"Brooklyn",20,0,100,9,"1","0",0,"Other",3,1
65,"11216","Private room",1,3,"Brooklyn",0,0,63,8,"0","0",20,"Apartment",2,1
125,"10026","Entire home/apt",0,3,"Manhattan",1,0,100,9,"1","0",50,"Apartment",2,1
100,"11207","Entire home/apt",1,3,"Brooklyn",1,1,98,9,"1","0",0,"Apartment",2,1
150,"11216","Entire home/apt",2,2,"Brooklyn",17,1,80,10,"0","0",0,"Apartment",5,1
170,"","Entire home/apt",1,2,"Manhattan",9,0,96,10,"1","1",50,"Apartment",5,1
129,"11222","Entire home/apt",1,4,"Brooklyn",0,0,100,10,"1","1",100,"Apartment",2,1
150,"11221","Entire home/apt",2,3,"Brooklyn",12,0,100,8,"1","0",60,"Condominium",2,1
149,"10466","Entire home/apt",3,11,"Bronx",20,1,96,10,"1","0",99,"Apartment",2,1
80,"11422","Entire home/apt",2,4,"Queens",9,0,100,10,"1","0",25,"House",1,1
135,"11385","Entire home/apt",1,3,"Queens",2,0,96,9,"1","0",30,"Apartment",5,1
150,"10023","Private room",1,2,"Manhattan",25,0,60,8,"0","1",75,"Apartment",7,1
120,"11201","Entire home/apt",1,2,"Brooklyn",0,0,100,10,"1","0",0,"Apartment",1,1
175,"10032","Private room",1,2,"Manhattan",27,0,100,10,"1","1",35,"Apartment",1,1
300,"10036","Entire home/apt",3,7,"Manhattan",7,0,83,10,"1","0",0,"Apartment",5,1
120,"11203","Entire home/apt",1,3,"Brooklyn",0,0,89,9,"1","0",25,"Other",2,1
45,"11218","Private room",1,2,"Brooklyn",2,0,94,9,"0","0",22,"House",1,1
90,"10029","Private room",1,2,"Manhattan",27,0,100,10,"1","0",29,"Apartment",2,1
230,"11211","Entire home/apt",2,6,"Brooklyn",9,1,99,10,"1","0",100,"Apartment",2,1
279,"11201","Entire home/apt",0,2,"Brooklyn",30,0,100,10,"0","1",0,"Apartment",4,1
75,"10027","Private room",1,2,"Manhattan",25,1,100,10,"0","1",19,"Apartment",1,1
38,"11226","Private room",1,2,"Brooklyn",0,0,100,8,"0","1",20,"Apartment",2,1
100,"10001","Private room",1,4,"Manhattan",29,0,80,8,"1","1",0,"Other",1,1
110,"10032","Entire home/apt",1,3,"Manhattan",0,0,98,10,"1","0",0,"Apartment",29,1
75,"11203","Private room",1,2,"Brooklyn",8,0,96,9,"0","0",35,"House",2,1
73,"10030","Private room",1,1,"Manhattan",11,0,91,9,"0","1",34,"Apartment",1,1
130,"10016","Private room",1,2,"Manhattan",0,0,87,10,"0","0",0,"Apartment",1,1
65,"10032","Private room",1,2,"Manhattan",0,1,98,9,"1","1",30,"Apartment",2,1
85,"11236","Private room",1,2,"Brooklyn",5,0,100,10,"1","0",50,"House",3,1
150,"10036","Private room",1,2,"Manhattan",4,0,94,10,"0","0",15,"Apartment",3,1
130,"10013","Entire home/apt",0,2,"Manhattan",2,0,100,10,"0","0",60,"Apartment",1,1
95,"11237","Private room",1,2,"Brooklyn",0,0,93,8,"0","0",20,"Apartment",3,1
65,"11221","Private room",1,2,"Brooklyn",4,1,97,9,"0","0",0,"Apartment",5,1
230,"10012","Private room",2,4,"Manhattan",1,0,90,10,"1","0",50,"Apartment",1,2
100,"10036","Private room",1,2,"Manhattan",29,0,100,10,"1","1",0,"Other",1,1
250,"10010","Entire home/apt",1,2,"Manhattan",0,0,100,10,"1","0",78,"Apartment",2,1
115,"11211","Entire home/apt",1,2,"Brooklyn",0,0,100,8,"1","0",30,"Apartment",2,1
395,"11231","Entire home/apt",3,10,"Brooklyn",0,0,88,9,"1","0",245,"Condominium",4,2
139,"10026","Entire home/apt",1,2,"Manhattan",13,0,91,10,"1","0",60,"Apartment",1,1
250,"10021","Entire home/apt",1,4,"Manhattan",0,0,90,10,"1","0",100,"Apartment",7,1
97,"11217","Private room",1,2,"Brooklyn",18,1,95,10,"1","0",50,"Apartment",2,1
50,"10029","Private room",1,2,"Manhattan",0,0,81,8,"1","1",30,"Apartment",3,2
75,"11106","Entire home/apt",1,2,"Queens",1,0,100,10,"0","0",100,"Apartment",1,1
50,"10031","Private room",1,2,"Manhattan",0,0,89,9,"0","1",12,"Apartment",2,1
41,"11207","Private room",1,1,"Brooklyn",0,1,95,9,"0","0",75,"Apartment",2,1
60,"10031","Private room",1,1,"Manhattan",7,0,100,10,"0","1",50,"Apartment",1,1
260,"10003","Entire home/apt",2,4,"Manhattan",6,0,96,10,"0","0",25,"Apartment",3,1
99,"11421","Entire home/apt",0,2,"Queens",7,0,80,8,"1","0",0,"House",5,1
200,"11238","Entire home/apt",1,5,"Brooklyn",0,0,97,10,"1","0",75,"Apartment",3,1
150,"10013","Entire home/apt",0,2,"Manhattan",30,0,80,10,"0","0",100,"Apartment",4,1
68,"11225","Private room",1,2,"Brooklyn",9,1,100,10,"0","0",58,"Apartment",30,1
55,"10025","Private room",1,1,"Manhattan",30,0,100,10,"0","1",0,"Condominium",25,1
190,"11206","Entire home/apt",2,4,"Brooklyn",1,0,96,10,"1","0",30,"Apartment",2,2
65,"10032","Private room",1,1,"Manhattan",0,0,96,9,"1","0",10,"Apartment",3,1
75,"10024","Private room",1,1,"Manhattan",0,0,100,10,"1","0",25,"Apartment",1,1
98,"10025","Private room",1,2,"Manhattan",0,0,80,8,"1","1",15,"Apartment",2,2
139,"10002","Entire home/apt",1,2,"Manhattan",0,0,97,10,"0","0",30,"Apartment",3,1
30,"11377","Private room",1,1,"Queens",5,0,100,10,"1","0",69,"House",29,1
175,"11231","Entire home/apt",1,4,"Brooklyn",1,1,97,10,"1","0",120,"Apartment",2,1
65,"11213","Private room",1,1,"Brooklyn",29,0,85,8,"1","0",100,"Apartment",3,1
300,"10032","Entire home/apt",3,8,"Manhattan",14,0,97,10,"1","1",200,"Apartment",5,2
440,"11360","Private room",0,1,"Queens",29,0,100,10,"1","0",0,"House",1,1
350,"10021","Private room",2,6,"Manhattan",17,0,87,10,"1","0",125,"Apartment",4,1
120,"","Entire home/apt",2,2,"Brooklyn",0,0,80,8,"1","0",0,"Apartment",2,1
220,"10013","Entire home/apt",1,3,"Manhattan",3,0,96,10,"1","0",75,"House",2,1
179,"10009","Entire home/apt",1,2,"Manhattan",0,0,85,10,"1","1",80,"Apartment",1,1
160,"11230","Private room",6,11,"Brooklyn",11,0,93,10,"1","0",50,"House",2,3
90,"11211","Private room",1,2,"Brooklyn",0,0,98,10,"1","1",30,"Apartment",1,1
220,"10011","Entire home/apt",1,2,"Manhattan",29,1,100,10,"1","1",130,"Apartment",5,1
75,"11211","Private room",1,1,"Brooklyn",0,0,90,10,"1","0",0,"Apartment",2,1
200,"10019","Entire home/apt",2,4,"Manhattan",2,0,84,10,"1","0",110,"Apartment",4,1
90,"11385","Entire home/apt",1,2,"Queens",0,0,94,9,"0","0",20,"Apartment",1,1
350,"11221","Entire home/apt",3,16,"Brooklyn",9,0,100,9,"1","0",300,"Apartment",2,3
300,"11211","Entire home/apt",3,5,"Brooklyn",0,0,93,9,"0","0",80,"Apartment",2,2
240,"10002","Entire home/apt",1,4,"Manhattan",13,0,100,10,"1","1",80,"Apartment",2,1
250,"10002","Entire home/apt",1,3,"Manhattan",14,0,100,10,"1","1",60,"Apartment",5,1
68,"10002","Private room",1,2,"Manhattan",26,0,100,9,"0","0",80,"Apartment",150,2
42,"11370","Private room",1,2,"Queens",4,1,98,10,"1","0",5,"Apartment",2,1
60,"11225","Private room",1,2,"Brooklyn",7,1,99,10,"1","0",40,"Apartment",4,1
300,"11385","Entire home/apt",2,6,"Queens",7,1,100,10,"1","0",95,"Loft",2,2
115,"10454","Entire home/apt",1,6,"Bronx",14,1,100,10,"1","0",80,"Apartment",3,1
399,"11432","Entire home/apt",4,16,"Queens",10,1,98,10,"1","0",150,"House",2,2
65,"11373","Private room",1,3,"Queens",0,0,80,10,"1","1",30,"Apartment",4,1
149,"11207","Entire home/apt",2,4,"Brooklyn",30,0,79,8,"1","0",0,"Apartment",1,1
215,"11211","Entire home/apt",2,4,"Brooklyn",20,0,98,10,"0","1",60,"Apartment",2,2
96,"11105","Private room",1,4,"Queens",23,1,94,10,"1","0",0,"House",1,1
399,"11221","Entire home/apt",3,8,"Brooklyn",12,0,84,10,"1","0",90,"Apartment",3,2
32,"11223","Private room",1,1,"Brooklyn",5,0,100,9,"0","1",0,"Apartment",1,2
160,"11215","Entire home/apt",0,1,"Brooklyn",0,0,95,10,"0","0",40,"Apartment",31,1
275,"10128","Entire home/apt",2,5,"Manhattan",11,0,90,10,"0","0",65,"Apartment",6,1
149,"11215","Private room",1,2,"Brooklyn",0,1,100,10,"1","0",20,"Apartment",2,1
100,"10009","Private room",1,2,"Manhattan",30,0,100,8,"0","0",55,"Apartment",1,1
199,"10028","Entire home/apt",2,4,"Manhattan",14,0,97,10,"1","0",200,"Apartment",5,1
189,"11213","Entire home/apt",2,5,"Brooklyn",16,1,94,9,"1","0",60,"Townhouse",1,1
129,"11234","Private room",4,2,"Brooklyn",30,0,72,6,"1","0",25,"House",4,2
399,"11225","Entire home/apt",4,16,"Brooklyn",16,1,99,9,"1","0",195,"Townhouse",3,3
175,"11225","Entire home/apt",3,4,"Brooklyn",1,0,100,10,"1","0",120,"Townhouse",6,3
89,"10025","Private room",1,2,"Manhattan",25,0,100,10,"1","0",40,"Apartment",1,1
149,"11216","Entire home/apt",2,5,"Brooklyn",10,1,96,9,"1","0",100,"Townhouse",3,1
150,"10029","Entire home/apt",1,5,"Manhattan",8,1,95,9,"1","0",0,"Apartment",3,1
950,"10001","Entire home/apt",4,10,"Manhattan",20,0,100,10,"1","1",200,"Apartment",1,2
100,"11222","Private room",1,1,"Brooklyn",16,0,94,10,"1","0",45,"Apartment",3,1
275,"11213","Entire home/apt",2,6,"Brooklyn",10,0,90,9,"0","0",50,"Apartment",2,3
80,"11216","Private room",1,2,"Brooklyn",3,1,99,10,"0","0",65,"Apartment",3,1
40,"11374","Entire home/apt",2,5,"Queens",2,1,95,10,"1","0",50,"House",5,1
25,"10031","Shared room",1,1,"Manhattan",2,0,93,9,"0","0",0,"Apartment",3,1
300,"10011","Entire home/apt",0,4,"Manhattan",12,0,93,10,"1","0",150,"Apartment",1,1
89,"11230","Entire home/apt",1,4,"Brooklyn",0,0,92,9,"1","1",60,"Apartment",10,1
130,"10012","Private room",1,2,"Manhattan",0,0,100,10,"1","0",60,"Apartment",3,1
100,"10009","Private room",1,2,"Manhattan",2,0,89,10,"1","0",0,"Apartment",2,1
100,"11378","Entire home/apt",1,2,"Queens",4,0,99,9,"1","0",60,"House",7,1
45,"10473","Private room",1,1,"Bronx",0,0,95,9,"1","1",50,"Apartment",3,1
392,"10005","Entire home/apt",2,6,"Manhattan",10,1,98,10,"1","1",100,"Apartment",2,1
129,"10019","Private room",1,2,"Manhattan",12,1,100,10,"1","0",50,"Apartment",2,1
240,"10005","Entire home/apt",1,4,"Manhattan",8,1,100,10,"1","1",75,"Apartment",2,1
160,"10005","Entire home/apt",1,2,"Manhattan",1,0,100,10,"1","1",20,"Apartment",2,1
333,"10011","Entire home/apt",2,4,"Manhattan",10,0,100,10,"0","0",250,"Apartment",2,1
99,"10019","Private room",1,2,"Manhattan",0,0,87,10,"0","0",0,"Apartment",2,2
89,"","Entire home/apt",0,2,"Brooklyn",0,0,92,9,"0","1",35,"Apartment",2,1
125,"11231","Entire home/apt",1,2,"Brooklyn",1,0,95,10,"1","0",48,"Apartment",3,1
